"name","coefficient"
"cg03039990_BC21",-0.720151272279024
"cg24960763_BC21",-1.65365542990113
"cg07629854_BC21",10.5794741643247
"cg00368230_BC21",2.7400783293861
"cg06961025_TC21",-5.60726071456395
"cg06383241_BC21",13.5177935400906
"cg05713486_BC21",-2.34394156065631
"cg05713794_BC21",-0.849232976618272
"cg24168221_TC21",-0.576237868381846
"cg13064062_TC21",8.00221812293485
"cg00202479_BC21",-5.58271609756892
"cg10500512_BC21",1.10865594545155
"cg07599136_BC21",-0.6691688847815
"cg17980999_BC21",-1.02477966949412
"cg20204986_TC21",-0.709354896167541
"cg17732372_TC21",-2.47132506622378
"cg17845732_BC21",-1.0447777100407
"cg03840075_BC21",-2.2333776537436
"cg07053880_TC21",1.01340465089711
"cg07163456_BC21",-0.485210009526338
"cg05609159_BC21",-1.33070086732694
"cg19174554_BC21",-8.25909641499036
"cg01678309_BC21",-0.325694810732356
"cg11556164_BC21",9.2095965410578
"cg24590353_BC21",-2.41343383939011
"cg27424326_BC21",-1.08037738650728
"cg12147105_TC21",-0.167005402857213
"cg12297839_TC21",-4.81984230276196
"cg23429698_BC21",-0.568015669429244
"cg14480266_TC21",-4.85026348483658
"cg21251203_TC21",-3.11511784315523
"cg07265588_TC21",-1.17303062730349
"cg04111992_TC21",0.0561855424296001
"cg02315732_TC21",-5.7925324530717
"cg00137209_BC21",10.3426325993192
"cg12165563_BC21",8.16726355310736
"cg20235075_BC21",-0.976654970093741
"cg04945651_BC21",1.12086933580939
"cg22850128_TC21",-1.00075859089428
"cg13820726_BC21",1.43404599314772
"cg09730930_TC21",1.20020724276768
"cg03505654_BC21",-14.8210045873877
"cg25013184_TC21",-1.30263832827354
"cg09262197_BC21",-0.426777879693266
"cg20267398_TC21",-0.41126876616046
"cg17341343_BC21",-0.468187682994559
"cg03182908_TC21",1.48183159825403
"cg17670650_BC21",-3.31010145625629
"cg09327821_TC21",2.49319830408388
"cg26822501_TC21",-0.132123740768887
"cg23315174_BC21",-1.37247446220062
"cg01671285_BC21",5.44252974522301
"cg26882410_TC21",1.6044438705753
"cg12405265_TC21",-3.36886870678191
"cg10959242_TC21",-5.12786513159227
"cg06679694_BC21",2.04052278070106
"cg02443126_TC21",0.77958488499139
"cg07255841_TC21",0.952219423972698
"cg13702235_TC21",-2.05027121754636
"cg01063406_TC21",0.697053134334917
"cg04826279_BC21",31.0910551225412
"cg09708616_BC21",1.12948065404802
"cg27371539_TC21",-0.00734273816244981
"cg03155825_TC21",1.65445677331891
"cg15769343_BC21",-0.763324459188477
"cg06608166_TC21",0.245870453156629
"cg14530275_BC21",-1.12047586497224
"cg22997617_TC21",1.17338442025392
"cg16505455_TC21",2.01074925500945
"cg22842860_BC21",-0.549088279829708
"cg14621763_TC21",0.343335068733442
"cg13836550_BC21",0.143576802847467
"cg00978698_TC21",3.42734618972635
"cg13938349_BC21",-1.22423855603787
"cg08407261_BC21",1.59984135583877
"cg12763978_BC21",0.264698619452976
"cg15829665_BC21",-0.0521573869217449
"cg01209566_TC21",-0.209509263316193
"cg00796821_TC21",-1.56278758558907
"cg17753476_TC21",1.54624259090982
"cg26485946_BC21",21.1251378467355
"cg20262306_TC21",-0.697104330938623
"cg09936400_BC21",-2.0791913546037
"cg26488544_TC21",1.26722226234497
"cg02458237_BC21",-10.8911299406651
"cg01444487_TC21",0.222916651914394
"cg22169384_TC21",0.754775241503879
"cg20097276_BC21",4.94075124858357
"cg15989810_TC21",-0.660409793226282
"cg00290483_BC21",-4.29143271896549
"cg15951661_TC21",-0.328135969286819
"cg11805745_TC21",-2.85678092686781
"cg18465834_TC21",-2.75017429155021
"cg16802855_BC21",-0.0206439409521306
"cg26933107_TC21",-1.27706617440629
"cg14539658_TC21",-0.634204774952288
"cg21152753_BC21",0.668633822554039
"cg16698814_TC21",-0.673311981566724
"cg07959741_TC21",0.32307694383712
"cg17742273_BC21",0.748249887497015
"cg18359371_BC21",-1.52131920493884
"cg13521739_BC21",-1.11950033416923
"cg09285795_TC21",0.370437345198828
"cg03531326_TC21",-2.18722023518426
"cg02792322_BC21",-4.37018763413119
"cg15541088_TC21",-0.79484080575645
"cg24108579_TC21",1.29570572568134
"cg15838142_TC21",0.65338533313346
"cg00863661_BC21",-0.85666178040922
"cg14179031_BC21",-0.0278597980095216
"cg18493415_TC21",-1.12732071305989
"cg19301250_TC21",-4.08669103211788
"cg08216131_TC21",-17.6351628776543
"cg21886042_TC21",-1.08500764962061
"cg06801384_BC21",-0.577460333281686
